GO	Genes
GO:0006412	Glyma.08G141700
GO:0005840	Glyma.08G141700
GO:0005622	Glyma.08G141700
GO:0003735	Glyma.08G141700
GO:0006412	Glyma.08G141800
GO:0005840	Glyma.08G141800
GO:0005622	Glyma.08G141800
GO:0003735	Glyma.08G141800
GO:0007264	Glyma.08G142300
GO:0005525	Glyma.08G142300
GO:0043565	Glyma.08G142400
GO:0006355	Glyma.08G142400
GO:0003700	Glyma.08G142400
GO:0005525	Glyma.08G142600
GO:0008080	Glyma.08G143000
GO:0005975	Glyma.08G143050
GO:0004553	Glyma.08G143050
GO:0043565	Glyma.08G143400
GO:0006355	Glyma.08G143400
GO:0003700	Glyma.08G143400
GO:0033926	Glyma.08G143500
GO:0006396	Glyma.08G143900
GO:0016868	Glyma.08G144433
GO:0006096	Glyma.08G144433
GO:0004619	Glyma.08G144433
GO:0004518	Glyma.08G144700
GO:0003677	Glyma.08G144700
GO:0005515	Glyma.08G145200
GO:0006355	Glyma.08G145300
GO:0003700	Glyma.08G145300
GO:0055114	Glyma.08G145350
GO:0006260	Glyma.08G145350
GO:0003676	Glyma.08G145400
GO:0030244	Glyma.08G145600
GO:0016760	Glyma.08G145600
GO:0016020	Glyma.08G145600
GO:0005515	Glyma.08G145700
GO:0055114	Glyma.08G145900
GO:0016491	Glyma.08G145900
GO:0008270	Glyma.08G145900
GO:0006351	Glyma.08G146000
GO:0005634	Glyma.08G146000
GO:0003677	Glyma.08G146000
GO:0016021	Glyma.08G146100
GO:0016020	Glyma.08G146100
GO:0022857	Glyma.08G146100
GO:0008270	Glyma.08G146600
GO:0005515	Glyma.08G146600
GO:0006351	Glyma.08G146800
GO:0003899	Glyma.08G146800
GO:0016567	Glyma.08G147200
GO:0004842	Glyma.08G147200
GO:0005515	Glyma.08G147400
GO:0009041	Glyma.08G147500
GO:0006221	Glyma.08G147500
GO:0004857	Glyma.08G147900
GO:0042545	Glyma.08G147900
GO:0030599	Glyma.08G147900
GO:0005618	Glyma.08G147900
GO:0016020	Glyma.08G148000
GO:0006810	Glyma.08G148000
GO:0005215	Glyma.08G148000
GO:0055114	Glyma.08G148100
GO:0016616	Glyma.08G148100
GO:0006694	Glyma.08G148100
GO:0003854	Glyma.08G148100
GO:0016602	Glyma.08G148200
GO:0006355	Glyma.08G148200
GO:0003700	Glyma.08G148200
GO:0007264	Glyma.08G148300
GO:0005085	Glyma.08G148300
GO:0046983	Glyma.08G148500
GO:0008270	Glyma.08G148600
GO:0005515	Glyma.08G148600
GO:0043565	Glyma.08G148800
GO:0006355	Glyma.08G148800
GO:0003700	Glyma.08G148800
GO:0003677	Glyma.08G148800
GO:0017053	Glyma.08G148900
GO:0007049	Glyma.08G148900
GO:0006355	Glyma.08G149200
GO:0003700	Glyma.08G149200
GO:0008418	Glyma.08G149400
GO:0006351	Glyma.08G149500
GO:0005515	Glyma.08G149600
GO:0055114	Glyma.08G149800
GO:0016491	Glyma.08G149800
GO:0006508	Glyma.08G149900
GO:0004190	Glyma.08G149900
GO:0006468	Glyma.08G150000
GO:0004672	Glyma.08G150000
GO:0005975	Glyma.08G150100
GO:0004553	Glyma.08G150100
GO:0005975	Glyma.08G150400
GO:0004553	Glyma.08G150400
GO:0005975	Glyma.08G150500
GO:0004553	Glyma.08G150500
GO:0008168	Glyma.08G150800
GO:0008152	Glyma.08G150800
GO:0006468	Glyma.08G151400
GO:0004672	Glyma.08G151400
GO:0004674	Glyma.08G151400
GO:0000228	Glyma.08G151600
GO:0005515	Glyma.08G151600
GO:0003676	Glyma.08G151700
GO:0006412	Glyma.08G151900
GO:0005840	Glyma.08G151900
GO:0005622	Glyma.08G151900
GO:0003735	Glyma.08G151900
GO:0005515	Glyma.08G152000
GO:0051082	Glyma.08G152100
GO:0031072	Glyma.08G152100
GO:0046983	Glyma.08G152500
GO:0003676	Glyma.08G152600
GO:0006396	Glyma.08G152600
GO:0003723	Glyma.08G152600
GO:0008173	Glyma.08G152700
GO:0006396	Glyma.08G152700
GO:0003723	Glyma.08G152700
GO:0005515	Glyma.08G152800
GO:0006397	Glyma.08G153100
GO:0003676	Glyma.08G153100
GO:0008270	Glyma.08G153200
GO:0003677	Glyma.08G153200
GO:0008270	Glyma.08G153800
GO:0005515	Glyma.08G153800
GO:0046872	Glyma.08G153800
GO:0046872	Glyma.08G154100
GO:0019898	Glyma.08G154300
GO:0015979	Glyma.08G154300
GO:0009654	Glyma.08G154300
GO:0009523	Glyma.08G154300
GO:0005509	Glyma.08G154300
GO:0043531	Glyma.08G154367
GO:0046933	Glyma.08G155200
GO:0015986	Glyma.08G155200
GO:0009733	Glyma.08G155300
GO:0009733	Glyma.08G155400
GO:0009733	Glyma.08G155500
GO:0009733	Glyma.08G155600
GO:0009733	Glyma.08G155667
GO:0009733	Glyma.08G155733
GO:0009733	Glyma.08G155800
GO:0003964	Glyma.08G155900
GO:0046983	Glyma.08G156000
GO:0005515	Glyma.08G156200
GO:0004857	Glyma.08G156200
GO:0016773	Glyma.08G156400
GO:0048015	Glyma.08G156400
GO:0046854	Glyma.08G156400
GO:0006661	Glyma.08G156400
GO:0004430	Glyma.08G156400
GO:0006355	Glyma.08G156500
GO:0003677	Glyma.08G156500
GO:0016020	Glyma.08G156800
GO:0006075	Glyma.08G156800
GO:0003843	Glyma.08G156800
GO:0000148	Glyma.08G156800
GO:0005525	Glyma.08G157000
GO:0016020	Glyma.08G157400
GO:0006075	Glyma.08G157400
GO:0003843	Glyma.08G157400
GO:0000148	Glyma.08G157400
GO:0005525	Glyma.08G157500
GO:0046912	Glyma.08G157700
GO:0051536	Glyma.08G157800
GO:0003824	Glyma.08G157800
GO:0051539	Glyma.08G157800
GO:0019008	Glyma.08G157800
GO:0006777	Glyma.08G157800
GO:0008270	Glyma.08G158300
GO:0005515	Glyma.08G158300
GO:0005524	Glyma.08G158400
GO:0007165	Glyma.08G159200
GO:0005515	Glyma.08G159200
GO:0005975	Glyma.08G159500
GO:0004553	Glyma.08G159500
GO:0016021	Glyma.08G159600
GO:0006506	Glyma.08G159600
GO:0016758	Glyma.08G159600
GO:0006412	Glyma.08G159800
GO:0005840	Glyma.08G159800
GO:0005622	Glyma.08G159800
GO:0003735	Glyma.08G159800
GO:0015935	Glyma.08G159800
GO:0016592	Glyma.08G160100
GO:0006357	Glyma.08G160100
GO:0001104	Glyma.08G160100
GO:0006468	Glyma.08G160400
GO:0004672	Glyma.08G160400
GO:0005524	Glyma.08G160400
GO:0055114	Glyma.08G160500
GO:0016616	Glyma.08G160500
GO:0006102	Glyma.08G160500
GO:0004450	Glyma.08G160500
GO:0016887	Glyma.08G160900
GO:0005524	Glyma.08G160900
GO:0016021	Glyma.08G160900
GO:0006810	Glyma.08G160900
GO:0005215	Glyma.08G160900
GO:0016787	Glyma.08G161000
GO:0006541	Glyma.08G161000
GO:0006221	Glyma.08G161000
GO:0003883	Glyma.08G161000
GO:0006355	Glyma.08G161300
GO:0003677	Glyma.08G161300
GO:0016459	Glyma.08G161500
GO:0005524	Glyma.08G161500
GO:0003774	Glyma.08G161500
GO:0005515	Glyma.08G161500
GO:0005975	Glyma.08G161900
GO:0004553	Glyma.08G161900
GO:0016787	Glyma.08G162000
GO:0005524	Glyma.08G162000
GO:0003677	Glyma.08G162000
GO:0006508	Glyma.08G162100
GO:0004190	Glyma.08G162100
GO:0006606	Glyma.08G162300
GO:0006508	Glyma.08G162400
GO:0004190	Glyma.08G162400
GO:0008725	Glyma.08G162500
GO:0006284	Glyma.08G162500
GO:0015934	Glyma.08G162600
GO:0006412	Glyma.08G162600
GO:0003735	Glyma.08G162600
GO:0055114	Glyma.08G162700
GO:0020037	Glyma.08G162700
GO:0006979	Glyma.08G162700
GO:0004601	Glyma.08G162700
GO:0046872	Glyma.08G162800
GO:0005634	Glyma.08G162800
GO:0003723	Glyma.08G162800
GO:0006355	Glyma.08G163100
GO:0003677	Glyma.08G163100
GO:0055114	Glyma.08G163700
GO:0016491	Glyma.08G163700
GO:0008152	Glyma.08G163700
GO:0016020	Glyma.08G163800
GO:0016829	Glyma.08G163900
GO:0010333	Glyma.08G163900
GO:0008152	Glyma.08G163900
GO:0000287	Glyma.08G163900
GO:0006412	Glyma.08G164000
GO:0003735	Glyma.08G164000
GO:0055114	Glyma.08G164100
GO:0003824	Glyma.08G164100
GO:0006164	Glyma.08G164100
GO:0003938	Glyma.08G164100
GO:0055085	Glyma.08G164400
GO:0046873	Glyma.08G164400
GO:0030001	Glyma.08G164400
GO:0016020	Glyma.08G164400
GO:0055085	Glyma.08G164666
GO:0016021	Glyma.08G164666
GO:0008324	Glyma.08G164666
GO:0006812	Glyma.08G164666
GO:0055085	Glyma.08G164732
GO:0016021	Glyma.08G164732
GO:0008324	Glyma.08G164732
GO:0006812	Glyma.08G164732
GO:0055085	Glyma.08G164800
GO:0016021	Glyma.08G164800
GO:0008324	Glyma.08G164800
GO:0006812	Glyma.08G164800
GO:0006096	Glyma.08G165400
GO:0004618	Glyma.08G165400
GO:0006096	Glyma.08G165500
GO:0004618	Glyma.08G165500
GO:0005524	Glyma.08G165600
GO:0003676	Glyma.08G165600
GO:0005515	Glyma.08G165800
GO:0006468	Glyma.08G165800
GO:0004672	Glyma.08G165800
GO:0005515	Glyma.08G165900
GO:0006468	Glyma.08G165900
GO:0004672	Glyma.08G165900
GO:0006508	Glyma.08G166000
GO:0004190	Glyma.08G166000
GO:0006508	Glyma.08G166100
GO:0004190	Glyma.08G166100
GO:0006508	Glyma.08G166200
GO:0004190	Glyma.08G166200
GO:0006508	Glyma.08G166301
GO:0004190	Glyma.08G166301
GO:0006508	Glyma.08G166600
GO:0004190	Glyma.08G166600
GO:0006508	Glyma.08G166700
GO:0004190	Glyma.08G166700
GO:0046983	Glyma.08G167000
GO:0006468	Glyma.08G167300
GO:0004672	Glyma.08G167300
GO:0019773	Glyma.08G167600
GO:0006511	Glyma.08G167600
GO:0004175	Glyma.08G167600
GO:0051603	Glyma.08G167600
GO:0005839	Glyma.08G167600
GO:0004298	Glyma.08G167600
GO:0006629	Glyma.08G167700
GO:0006355	Glyma.08G167900
GO:0005739	Glyma.08G167900
GO:0003690	Glyma.08G167900
GO:0055114	Glyma.08G168000
GO:0020037	Glyma.08G168000
GO:0006979	Glyma.08G168000
GO:0004601	Glyma.08G168000
GO:0005515	Glyma.08G168200
GO:0009733	Glyma.08G168300
GO:0004869	Glyma.08G168600
GO:0004857	Glyma.08G168633
GO:0019901	Glyma.08G168800
GO:0006355	Glyma.08G168800
GO:0000079	Glyma.08G168800
GO:0005515	Glyma.08G168900
GO:0055114	Glyma.08G169100
GO:0016491	Glyma.08G169100
GO:0055114	Glyma.08G169201
GO:0016491	Glyma.08G169201
GO:0055114	Glyma.08G169300
GO:0016491	Glyma.08G169300
GO:0006355	Glyma.08G169451
GO:0003677	Glyma.08G169451
GO:0055114	Glyma.08G169600
GO:0016491	Glyma.08G169600
GO:0055114	Glyma.08G169701
GO:0016491	Glyma.08G169701
GO:0005515	Glyma.08G169800
GO:0055114	Glyma.08G169900
GO:0016491	Glyma.08G169900
GO:0005525	Glyma.08G170000
GO:0016757	Glyma.08G170200
GO:0008017	Glyma.08G170500
GO:0007018	Glyma.08G170500
GO:0005524	Glyma.08G170500
GO:0003777	Glyma.08G170500
GO:0005871	Glyma.08G170500
GO:0016021	Glyma.08G171100
GO:0015116	Glyma.08G171100
GO:0008272	Glyma.08G171100
GO:0055085	Glyma.08G171100
GO:0016020	Glyma.08G171100
GO:0008271	Glyma.08G171100
GO:0005886	Glyma.08G171100
GO:0005525	Glyma.08G171500
GO:0005515	Glyma.08G171633
GO:0003676	Glyma.08G172000
GO:0008270	Glyma.08G172600
GO:0006355	Glyma.08G172600
GO:0031083	Glyma.08G173000
GO:0006886	Glyma.08G173000
GO:0006355	Glyma.08G173400
GO:0003677	Glyma.08G173400
GO:0005524	Glyma.08G173500
GO:0003676	Glyma.08G173500
GO:0031204	Glyma.08G173500
GO:0008565	Glyma.08G173500
GO:0042651	Glyma.08G173700
GO:0015979	Glyma.08G173700
GO:0009654	Glyma.08G173700
GO:0009523	Glyma.08G173700
GO:0006468	Glyma.08G173800
GO:0004672	Glyma.08G173800
GO:0008270	Glyma.08G174100
GO:0005634	Glyma.08G174100
GO:0005525	Glyma.08G174200
GO:0008017	Glyma.08G174300
GO:0007018	Glyma.08G174300
GO:0005524	Glyma.08G174300
GO:0003777	Glyma.08G174300
GO:0005871	Glyma.08G174300
GO:0006468	Glyma.08G174400
GO:0004672	Glyma.08G174400
GO:0005515	Glyma.08G174500
GO:0006468	Glyma.08G174500
GO:0005524	Glyma.08G174500
GO:0004672	Glyma.08G174500
GO:0005515	Glyma.08G174600
GO:0005515	Glyma.08G174700
GO:0005515	Glyma.08G174900
GO:0005515	Glyma.08G175050
GO:0005515	Glyma.08G175200
GO:0030418	Glyma.08G175400
GO:0030410	Glyma.08G175400
GO:0008171	Glyma.08G175700
GO:0016491	Glyma.08G175800
GO:0005524	Glyma.08G175900
GO:0003676	Glyma.08G176000
GO:0005815	Glyma.08G176100
GO:0000922	Glyma.08G176100
GO:0000226	Glyma.08G176100
GO:0006468	Glyma.08G176200
GO:0004672	Glyma.08G176200
GO:0003676	Glyma.08G176400
GO:0030976	Glyma.08G176600
GO:0000287	Glyma.08G176600
GO:0003824	Glyma.08G176600
GO:0003723	Glyma.08G176900
GO:0006396	Glyma.08G176900
GO:0009982	Glyma.08G176900
GO:0009451	Glyma.08G176900
GO:0001522	Glyma.08G176900
GO:0008270	Glyma.08G177000
GO:0005515	Glyma.08G177000
GO:0009231	Glyma.08G177300
GO:0003935	Glyma.08G177300
GO:0008686	Glyma.08G177300
GO:0055085	Glyma.08G177400
GO:0016021	Glyma.08G177400
GO:0016787	Glyma.08G177502
GO:0003676	Glyma.08G177900
GO:0055114	Glyma.08G178100
GO:0018580	Glyma.08G178100
GO:0003824	Glyma.08G178100
GO:0016758	Glyma.08G178200
GO:0008152	Glyma.08G178200
GO:0006508	Glyma.08G178500
GO:0004197	Glyma.08G178500
GO:0005515	Glyma.08G178700
GO:0016884	Glyma.08G178700
GO:0003824	Glyma.08G178800
GO:0006470	Glyma.08G178800
GO:0004722	Glyma.08G178800
GO:0005515	Glyma.08G178900
GO:0005634	Glyma.08G178900
GO:0003677	Glyma.08G178900
GO:0046872	Glyma.08G179000
GO:0030001	Glyma.08G179000
GO:0071805	Glyma.08G179100
GO:0016020	Glyma.08G179100
GO:0015079	Glyma.08G179100
GO:0003723	Glyma.08G179300
GO:0055114	Glyma.08G179600
GO:0020037	Glyma.08G179600
GO:0006979	Glyma.08G179600
GO:0004601	Glyma.08G179600
GO:0055114	Glyma.08G179700
GO:0020037	Glyma.08G179700
GO:0006979	Glyma.08G179700
GO:0004601	Glyma.08G179700
GO:0055114	Glyma.08G179800
GO:0020037	Glyma.08G179800
GO:0006979	Glyma.08G179800
GO:0004601	Glyma.08G179800
GO:0016020	Glyma.08G180000
GO:0009765	Glyma.08G180000
GO:0016021	Glyma.08G180400
GO:0015116	Glyma.08G180400
GO:0008272	Glyma.08G180400
GO:0055085	Glyma.08G180400
GO:0016020	Glyma.08G180400
GO:0008271	Glyma.08G180400
GO:0005886	Glyma.08G180400
GO:0046872	Glyma.08G180500
GO:0030001	Glyma.08G180500
GO:0030170	Glyma.08G180600
GO:0009058	Glyma.08G180600
GO:0005515	Glyma.08G180700
GO:0005515	Glyma.08G180800
GO:0006468	Glyma.08G180800
GO:0005524	Glyma.08G180800
GO:0004672	Glyma.08G180800
GO:0005975	Glyma.08G180900
GO:0004553	Glyma.08G180900
GO:0016758	Glyma.08G181000
GO:0008152	Glyma.08G181000
GO:0006355	Glyma.08G181100
GO:0003677	Glyma.08G181100
GO:0005515	Glyma.08G181200
GO:0008654	Glyma.08G181200
GO:0004609	Glyma.08G181200
GO:0006412	Glyma.08G181300
GO:0005840	Glyma.08G181300
GO:0005622	Glyma.08G181300
GO:0003735	Glyma.08G181300
GO:0005543	Glyma.08G181400
GO:0055114	Glyma.08G181500
GO:0020037	Glyma.08G181500
GO:0006979	Glyma.08G181500
GO:0004601	Glyma.08G181500
GO:0030170	Glyma.08G181700
GO:0019752	Glyma.08G181700
GO:0016831	Glyma.08G181700
GO:0008121	Glyma.08G181800
GO:0006122	Glyma.08G181800
GO:0055114	Glyma.08G182100
GO:0020037	Glyma.08G182100
GO:0016705	Glyma.08G182100
GO:0005506	Glyma.08G182100
GO:0042578	Glyma.08G182300
GO:0042132	Glyma.08G182300
GO:0005975	Glyma.08G182300
GO:0016021	Glyma.08G182500
GO:0016020	Glyma.08G182500
GO:0022857	Glyma.08G182500
GO:0016021	Glyma.08G182700
GO:0016020	Glyma.08G182700
GO:0022857	Glyma.08G182700
GO:0016021	Glyma.08G182900
GO:0016020	Glyma.08G182900
GO:0022857	Glyma.08G182900
GO:0005515	Glyma.08G183100
GO:0043565	Glyma.08G183600
GO:0006355	Glyma.08G183600
GO:0003700	Glyma.08G183600
GO:0008233	Glyma.08G184200
GO:0006508	Glyma.08G184200
GO:0005634	Glyma.08G184200
GO:0042254	Glyma.08G184300
GO:0005622	Glyma.08G184300
GO:0016021	Glyma.08G184400
GO:0043565	Glyma.08G184500
GO:0008270	Glyma.08G184500
GO:0006355	Glyma.08G184500
GO:0003700	Glyma.08G184500
GO:0031047	Glyma.08G184600
GO:0016758	Glyma.08G184700
GO:0008152	Glyma.08G184700
GO:0009055	Glyma.08G184800
GO:0006629	Glyma.08G184900
GO:0016021	Glyma.08G185300
GO:0006508	Glyma.08G185300
GO:0004252	Glyma.08G185300
GO:0008270	Glyma.08G185400
GO:0005515	Glyma.08G185400
GO:0016021	Glyma.08G185600
GO:0005515	Glyma.08G185900
GO:0016021	Glyma.08G186000
GO:0006810	Glyma.08G186000
GO:0046488	Glyma.08G186400
GO:0016307	Glyma.08G186400
GO:0009378	Glyma.08G186800
GO:0006310	Glyma.08G186800
GO:0006281	Glyma.08G186800
GO:0016811	Glyma.08G186900
GO:0016021	Glyma.08G186900
GO:0006672	Glyma.08G186900
GO:0008536	Glyma.08G187000
GO:0006886	Glyma.08G187000
GO:0005515	Glyma.08G187000
GO:0043565	Glyma.08G187300
GO:0008270	Glyma.08G187300
GO:0006355	Glyma.08G187300
GO:0003700	Glyma.08G187300
GO:0006468	Glyma.08G187400
GO:0005524	Glyma.08G187400
GO:0004672	Glyma.08G187400
GO:0016757	Glyma.08G187500
GO:0006486	Glyma.08G187500
GO:0003980	Glyma.08G187500
GO:0055085	Glyma.08G187600
GO:0016020	Glyma.08G187600
GO:0006811	Glyma.08G187600
GO:0005216	Glyma.08G187600
GO:0016740	Glyma.08G187800
GO:0005622	Glyma.08G188100
GO:0003676	Glyma.08G188100
GO:0005524	Glyma.08G188100
GO:0043140	Glyma.08G188100
GO:0006281	Glyma.08G188100
GO:0006260	Glyma.08G188100
GO:0009228	Glyma.08G188200
GO:0004789	Glyma.08G188200
GO:0006468	Glyma.08G188300
GO:0005524	Glyma.08G188300
GO:0004672	Glyma.08G188300
GO:0016021	Glyma.08G188400
GO:0051536	Glyma.08G188500
GO:0009055	Glyma.08G188500
GO:0016021	Glyma.08G188600
GO:0006952	Glyma.08G188600
GO:0055114	Glyma.08G189100
GO:0046872	Glyma.08G189100
GO:0016702	Glyma.08G189100
GO:0005515	Glyma.08G189200
GO:0055114	Glyma.08G189200
GO:0046872	Glyma.08G189200
GO:0016702	Glyma.08G189200
GO:0005515	Glyma.08G189300
GO:0055114	Glyma.08G189300
GO:0046872	Glyma.08G189300
GO:0016702	Glyma.08G189300
GO:0005515	Glyma.08G189400
GO:0055114	Glyma.08G189400
GO:0046872	Glyma.08G189400
GO:0016702	Glyma.08G189400
GO:0005515	Glyma.08G189500
GO:0055114	Glyma.08G189500
GO:0046872	Glyma.08G189500
GO:0016702	Glyma.08G189500
GO:0005515	Glyma.08G189600
GO:0055114	Glyma.08G189600
GO:0046872	Glyma.08G189600
GO:0016702	Glyma.08G189600
GO:0055114	Glyma.08G189700
GO:0046872	Glyma.08G189700
GO:0016702	Glyma.08G189700
GO:0005515	Glyma.08G189800
GO:0055114	Glyma.08G189800
GO:0046872	Glyma.08G189800
GO:0016702	Glyma.08G189800
GO:0006334	Glyma.08G189900
GO:0005634	Glyma.08G189900
GO:0003677	Glyma.08G189900
GO:0000786	Glyma.08G189900
GO:0004379	Glyma.08G190000
GO:0006499	Glyma.08G190000
GO:0005524	Glyma.08G190100
GO:0003676	Glyma.08G190100
GO:0006468	Glyma.08G190300
GO:0005524	Glyma.08G190300
GO:0004672	Glyma.08G190300
GO:0016021	Glyma.08G190400
GO:0015914	Glyma.08G190400
GO:0005524	Glyma.08G190400
GO:0004012	Glyma.08G190400
GO:0000287	Glyma.08G190400
GO:0055085	Glyma.08G190700
GO:0042626	Glyma.08G190700
GO:0016021	Glyma.08G190700
GO:0006810	Glyma.08G190700
GO:0005524	Glyma.08G190700
GO:0016887	Glyma.08G190700
GO:0005515	Glyma.08G191400
GO:0006412	Glyma.08G191600
GO:0005840	Glyma.08G191600
GO:0005622	Glyma.08G191600
GO:0003735	Glyma.08G191600
GO:0016787	Glyma.08G191700
GO:0005515	Glyma.08G192100
GO:0005524	Glyma.08G192700
GO:0007165	Glyma.08G192900
GO:0005515	Glyma.08G192900
GO:0043531	Glyma.08G192900
GO:0006468	Glyma.08G193000
GO:0004672	Glyma.08G193000
GO:0055114	Glyma.08G193100
GO:0016614	Glyma.08G193100
GO:0050660	Glyma.08G193100
GO:0010430	Glyma.08G193100
GO:0016021	Glyma.08G193400
GO:0030246	Glyma.08G193500
GO:0005975	Glyma.08G193500
GO:0004553	Glyma.08G193500
GO:0016787	Glyma.08G193700
GO:0005524	Glyma.08G193700
GO:0003677	Glyma.08G193700
GO:0055114	Glyma.08G193900
GO:0020037	Glyma.08G193900
GO:0016705	Glyma.08G193900
GO:0005506	Glyma.08G193900
GO:0005515	Glyma.08G194100
GO:0003824	Glyma.08G194100
GO:0003676	Glyma.08G194300
GO:0006468	Glyma.08G194500
GO:0004672	Glyma.08G194500
GO:0055085	Glyma.08G194600
GO:0042626	Glyma.08G194600
GO:0016021	Glyma.08G194600
GO:0006810	Glyma.08G194600
GO:0005524	Glyma.08G194600
GO:0016887	Glyma.08G194600
GO:0055085	Glyma.08G194700
GO:0042626	Glyma.08G194700
GO:0016021	Glyma.08G194700
GO:0006810	Glyma.08G194700
GO:0005524	Glyma.08G194700
GO:0016887	Glyma.08G194700
GO:0016791	Glyma.08G194900
GO:0008152	Glyma.08G194900
GO:0016791	Glyma.08G195000
GO:0008152	Glyma.08G195000
GO:0016791	Glyma.08G195100
GO:0008152	Glyma.08G195100
GO:0008601	Glyma.08G195200
GO:0000159	Glyma.08G195200
GO:0006355	Glyma.08G195300
GO:0003677	Glyma.08G195300
GO:0005515	Glyma.08G195400
GO:0005515	Glyma.08G195600
GO:0005515	Glyma.08G195900
GO:0055114	Glyma.08G196200
GO:0016491	Glyma.08G196200
GO:0006520	Glyma.08G196200
GO:0005515	Glyma.08G196300
GO:0006412	Glyma.08G196500
GO:0005840	Glyma.08G196500
GO:0005622	Glyma.08G196500
GO:0003735	Glyma.08G196500
GO:0005515	Glyma.08G196750
GO:0016787	Glyma.08G196800
GO:0008152	Glyma.08G196800
GO:0016787	Glyma.08G196900
GO:0008152	Glyma.08G196900
GO:0016787	Glyma.08G197000
GO:0008152	Glyma.08G197000
GO:0016787	Glyma.08G197100
GO:0008152	Glyma.08G197100
GO:0016787	Glyma.08G197300
GO:0008152	Glyma.08G197300
GO:0016020	Glyma.08G197400
GO:0008375	Glyma.08G197400
GO:0046983	Glyma.08G197600
GO:0005515	Glyma.08G197700
GO:0006468	Glyma.08G197700
GO:0004672	Glyma.08G197700
GO:0006468	Glyma.08G197800
GO:0004672	Glyma.08G197800
GO:0016884	Glyma.08G197900
GO:0005515	Glyma.08G198100
GO:0006468	Glyma.08G198100
GO:0004672	Glyma.08G198100
GO:0055114	Glyma.08G198300
GO:0050661	Glyma.08G198300
GO:0006006	Glyma.08G198300
GO:0004345	Glyma.08G198300
GO:0005515	Glyma.08G198400
GO:0005515	Glyma.08G198800
GO:0006468	Glyma.08G198800
GO:0004672	Glyma.08G198800
GO:0005515	Glyma.08G198900
GO:0006468	Glyma.08G198900
GO:0004672	Glyma.08G198900
GO:0055114	Glyma.08G199000
GO:0050661	Glyma.08G199000
GO:0006006	Glyma.08G199000
GO:0004345	Glyma.08G199000
GO:0016592	Glyma.08G199200
GO:0006357	Glyma.08G199200
GO:0001104	Glyma.08G199200
GO:0055114	Glyma.08G199300
GO:0050113	Glyma.08G199300
GO:0019310	Glyma.08G199300
GO:0005737	Glyma.08G199300
GO:0005506	Glyma.08G199300
GO:0005515	Glyma.08G199400
GO:0006468	Glyma.08G199400
GO:0004672	Glyma.08G199400
GO:0016788	Glyma.08G199500
GO:0006096	Glyma.08G199800
GO:0003872	Glyma.08G199800
GO:0003993	Glyma.08G200000
GO:0003993	Glyma.08G200100
GO:0003993	Glyma.08G200200
GO:0005515	Glyma.08G200400
GO:0016779	Glyma.08G200500
GO:0043631	Glyma.08G200500
GO:0003723	Glyma.08G200500
GO:0004652	Glyma.08G200500
GO:0005634	Glyma.08G200500
GO:0016773	Glyma.08G200600
GO:0005975	Glyma.08G200600
GO:0005524	Glyma.08G200600
GO:0046835	Glyma.08G200600
GO:0005536	Glyma.08G200600
GO:0004396	Glyma.08G200600
GO:0001678	Glyma.08G200600
GO:0006355	Glyma.08G200700
GO:0005634	Glyma.08G200700
GO:0006468	Glyma.08G200800
GO:0004672	Glyma.08G200800
GO:0016593	Glyma.08G201000
GO:0016570	Glyma.08G201000
GO:0006368	Glyma.08G201000
GO:0004871	Glyma.08G201100
GO:0000160	Glyma.08G201100
GO:0055114	Glyma.08G201200
GO:0004471	Glyma.08G201200
GO:0051287	Glyma.08G201200
GO:0016887	Glyma.08G201300
GO:0005524	Glyma.08G201300
GO:0016020	Glyma.08G201300
GO:0006468	Glyma.08G201600
GO:0005524	Glyma.08G201600
GO:0004672	Glyma.08G201600
GO:0003677	Glyma.08G201900
GO:0008289	Glyma.08G201900
GO:0008289	Glyma.08G202000
GO:0003677	Glyma.08G202000
GO:0043565	Glyma.08G202100
GO:0008270	Glyma.08G202100
GO:0006355	Glyma.08G202100
GO:0003700	Glyma.08G202100
GO:0006355	Glyma.08G202300
GO:0003700	Glyma.08G202300
GO:0016020	Glyma.08G203000
GO:0006810	Glyma.08G203000
GO:0005215	Glyma.08G203000
GO:0006355	Glyma.08G203100
GO:0005634	Glyma.08G203100
GO:0010207	Glyma.08G203200
GO:0046872	Glyma.08G203400
GO:0008152	Glyma.08G203700
GO:0003824	Glyma.08G203700
GO:0008152	Glyma.08G203800
GO:0003824	Glyma.08G203800
GO:0016020	Glyma.08G203900
GO:0006810	Glyma.08G203900
GO:0005215	Glyma.08G203900
GO:0016020	Glyma.08G204000
GO:0006810	Glyma.08G204000
GO:0005215	Glyma.08G204000
GO:0005524	Glyma.08G204200
GO:0003678	Glyma.08G204200
GO:0043141	Glyma.08G204200
GO:0008152	Glyma.08G204300
GO:0003824	Glyma.08G204300
GO:0055085	Glyma.08G204500
GO:0016021	Glyma.08G204500
GO:0003677	Glyma.08G204700
GO:0008289	Glyma.08G204700
GO:0015979	Glyma.08G204800
GO:0009538	Glyma.08G204800
GO:0009522	Glyma.08G204800
GO:0005089	Glyma.08G204900
GO:0055114	Glyma.08G205000
GO:0004616	Glyma.08G205000
GO:0005515	Glyma.08G205100
GO:0005525	Glyma.08G205300
GO:0035091	Glyma.08G205400
GO:0006412	Glyma.08G205500
GO:0005840	Glyma.08G205500
GO:0005622	Glyma.08G205500
GO:0003735	Glyma.08G205500
GO:0008017	Glyma.08G205700
