GO	Genes
GO:0006355	Glyma.08G075300
GO:0003677	Glyma.08G075300
GO:0006412	Glyma.08G075500
GO:0005840	Glyma.08G075500
GO:0005622	Glyma.08G075500
GO:0003735	Glyma.08G075500
GO:0008270	Glyma.08G075700
GO:0003676	Glyma.08G075700
GO:0030170	Glyma.08G076400
GO:0019752	Glyma.08G076400
GO:0016831	Glyma.08G076400
GO:0022857	Glyma.08G076600
GO:0016021	Glyma.08G076600
GO:0016021	Glyma.08G076700
GO:0016020	Glyma.08G076700
GO:0022857	Glyma.08G076700
GO:0016021	Glyma.08G076800
GO:0016020	Glyma.08G076800
GO:0022857	Glyma.08G076800
GO:0032040	Glyma.08G077300
GO:0006364	Glyma.08G077300
GO:0043565	Glyma.08G077400
GO:0006355	Glyma.08G077400
GO:0003700	Glyma.08G077400
GO:0016192	Glyma.08G077800
GO:0006904	Glyma.08G077800
GO:0006468	Glyma.08G078200
GO:0005524	Glyma.08G078200
GO:0004672	Glyma.08G078200
GO:0006468	Glyma.08G078600
GO:0005524	Glyma.08G078600
GO:0004672	Glyma.08G078600
GO:0043565	Glyma.08G078700
GO:0006355	Glyma.08G078700
GO:0003700	Glyma.08G078700
GO:0055114	Glyma.08G079050
GO:0051287	Glyma.08G079050
GO:0016620	Glyma.08G079050
GO:0005515	Glyma.08G079200
GO:0008168	Glyma.08G079300
GO:0008152	Glyma.08G079300
GO:0006480	Glyma.08G079300
GO:0006468	Glyma.08G079400
GO:0004672	Glyma.08G079400
GO:0006260	Glyma.08G079500
GO:0005634	Glyma.08G079500
GO:0007275	Glyma.08G079600
GO:0006511	Glyma.08G079600
GO:0005634	Glyma.08G079600
GO:0055114	Glyma.08G079900
GO:0050660	Glyma.08G079900
GO:0016491	Glyma.08G079900
GO:0055114	Glyma.08G079950
GO:0050660	Glyma.08G079950
GO:0016491	Glyma.08G079950
GO:0055114	Glyma.08G080000
GO:0050660	Glyma.08G080000
GO:0016491	Glyma.08G080000
GO:0055114	Glyma.08G080100
GO:0050660	Glyma.08G080100
GO:0016491	Glyma.08G080100
GO:0055114	Glyma.08G080200
GO:0050660	Glyma.08G080200
GO:0016491	Glyma.08G080200
GO:0055114	Glyma.08G080400
GO:0050660	Glyma.08G080400
GO:0016491	Glyma.08G080400
GO:0055114	Glyma.08G080500
GO:0050660	Glyma.08G080500
GO:0016491	Glyma.08G080500
GO:0055114	Glyma.08G080600
GO:0050660	Glyma.08G080600
GO:0016491	Glyma.08G080600
GO:0055114	Glyma.08G080700
GO:0050660	Glyma.08G080700
GO:0016491	Glyma.08G080700
GO:0055114	Glyma.08G080900
GO:0050660	Glyma.08G080900
GO:0016491	Glyma.08G080900
GO:0055114	Glyma.08G081000
GO:0016491	Glyma.08G081000
GO:0006633	Glyma.08G081000
GO:0005506	Glyma.08G081000
GO:0003924	Glyma.08G081100
GO:0007017	Glyma.08G081100
GO:0005874	Glyma.08G081100
GO:0003824	Glyma.08G081400
GO:0006470	Glyma.08G081400
GO:0004722	Glyma.08G081400
GO:0055114	Glyma.08G081500
GO:0051287	Glyma.08G081500
GO:0008270	Glyma.08G081500
GO:0004399	Glyma.08G081500
GO:0000105	Glyma.08G081500
GO:0008173	Glyma.08G081600
GO:0008171	Glyma.08G081600
GO:0001510	Glyma.08G081600
GO:0008168	Glyma.08G081900
GO:0006508	Glyma.08G082000
GO:0005838	Glyma.08G082000
GO:0003677	Glyma.08G082100
GO:0043565	Glyma.08G082400
GO:0006355	Glyma.08G082400
GO:0003700	Glyma.08G082400
GO:0016020	Glyma.08G082900
GO:0009765	Glyma.08G082900
GO:0006468	Glyma.08G083000
GO:0005524	Glyma.08G083000
GO:0004672	Glyma.08G083000
GO:0005515	Glyma.08G083300
GO:0006468	Glyma.08G083300
GO:0005524	Glyma.08G083300
GO:0004672	Glyma.08G083300
GO:0046983	Glyma.08G083900
GO:0003677	Glyma.08G083900
GO:0006260	Glyma.08G084400
GO:0005524	Glyma.08G084400
GO:0003677	Glyma.08G084400
GO:0016151	Glyma.08G084800
GO:0006807	Glyma.08G084800
GO:0003924	Glyma.08G084800
GO:0016021	Glyma.08G085000
GO:0003676	Glyma.08G085100
GO:0006351	Glyma.08G085100
GO:0003899	Glyma.08G085100
GO:0055114	Glyma.08G085400
GO:0016491	Glyma.08G085400
GO:0009378	Glyma.08G085500
GO:0006310	Glyma.08G085500
GO:0006281	Glyma.08G085500
GO:0016746	Glyma.08G085800
GO:0008152	Glyma.08G085800
GO:0005515	Glyma.08G085900
GO:0016743	Glyma.08G086000
GO:0016597	Glyma.08G086000
GO:0006520	Glyma.08G086000
GO:0005515	Glyma.08G086100
GO:0016787	Glyma.08G086100
GO:0005524	Glyma.08G086100
GO:0003677	Glyma.08G086100
GO:0071805	Glyma.08G086300
GO:0016020	Glyma.08G086300
GO:0015079	Glyma.08G086300
GO:0016021	Glyma.08G086600
GO:0008270	Glyma.08G086600
GO:0005524	Glyma.08G086600
GO:0004222	Glyma.08G086600
GO:0006508	Glyma.08G086600
GO:0070569	Glyma.08G086700
GO:0008152	Glyma.08G086700
GO:0046854	Glyma.08G086800
GO:0006412	Glyma.08G087000
GO:0005840	Glyma.08G087000
GO:0005622	Glyma.08G087000
GO:0003735	Glyma.08G087000
GO:0045454	Glyma.08G087100
GO:0015035	Glyma.08G087100
GO:0006662	Glyma.08G087100
GO:0006412	Glyma.08G087200
GO:0005840	Glyma.08G087200
GO:0005622	Glyma.08G087200
GO:0003735	Glyma.08G087200
GO:0046872	Glyma.08G087300
GO:0030001	Glyma.08G087300
GO:0000166	Glyma.08G087300
GO:0009349	Glyma.08G087500
GO:0009231	Glyma.08G087500
GO:0004842	Glyma.08G087600
GO:0008168	Glyma.08G087700
GO:0003676	Glyma.08G087800
GO:0055114	Glyma.08G088000
GO:0051920	Glyma.08G088000
GO:0016491	Glyma.08G088000
GO:0016209	Glyma.08G088000
GO:0008270	Glyma.08G088100
GO:0005515	Glyma.08G088100
GO:0005515	Glyma.08G088700
GO:0006281	Glyma.08G088900
GO:0003684	Glyma.08G088900
GO:0046983	Glyma.08G089100
GO:0008289	Glyma.08G089300
GO:0055114	Glyma.08G089400
GO:0020037	Glyma.08G089400
GO:0016705	Glyma.08G089400
GO:0005506	Glyma.08G089400
GO:0055114	Glyma.08G089500
GO:0020037	Glyma.08G089500
GO:0016705	Glyma.08G089500
GO:0005506	Glyma.08G089500
GO:0006457	Glyma.08G089700
GO:0005515	Glyma.08G090000
GO:0006468	Glyma.08G090000
GO:0005524	Glyma.08G090000
GO:0004672	Glyma.08G090000
GO:0005524	Glyma.08G090200
GO:0055114	Glyma.08G090300
GO:0050660	Glyma.08G090300
GO:0017150	Glyma.08G090300
GO:0008033	Glyma.08G090300
GO:0034220	Glyma.08G090500
GO:0046961	Glyma.08G090500
GO:0033180	Glyma.08G090500
GO:0015991	Glyma.08G090500
GO:0030170	Glyma.08G091301
GO:0019752	Glyma.08G091301
GO:0016831	Glyma.08G091301
GO:0030170	Glyma.08G091400
GO:0019752	Glyma.08G091400
GO:0016831	Glyma.08G091400
GO:0030170	Glyma.08G091500
GO:0019752	Glyma.08G091500
GO:0016831	Glyma.08G091500
GO:0016020	Glyma.08G091600
GO:0006810	Glyma.08G091600
GO:0005215	Glyma.08G091600
GO:0016020	Glyma.08G091651
GO:0006810	Glyma.08G091651
GO:0005215	Glyma.08G091651
GO:0005515	Glyma.08G091700
GO:0071805	Glyma.08G091900
GO:0016020	Glyma.08G091900
GO:0015079	Glyma.08G091900
GO:0055085	Glyma.08G092000
GO:0016021	Glyma.08G092000
GO:0015299	Glyma.08G092000
GO:0006812	Glyma.08G092000
GO:0016021	Glyma.08G092100
GO:0006468	Glyma.08G092200
GO:0004672	Glyma.08G092200
GO:0005515	Glyma.08G092200
GO:0005543	Glyma.08G092500
GO:0055085	Glyma.08G092700
GO:0046873	Glyma.08G092700
GO:0030001	Glyma.08G092700
GO:0016020	Glyma.08G092700
GO:0055114	Glyma.08G092800
GO:0016491	Glyma.08G092800
GO:0006468	Glyma.08G093100
GO:0004672	Glyma.08G093100
GO:0016787	Glyma.08G093300
GO:0008299	Glyma.08G093400
GO:0016787	Glyma.08G093500
GO:0016787	Glyma.08G093600
GO:0048046	Glyma.08G093900
GO:0016762	Glyma.08G093900
GO:0006073	Glyma.08G093900
GO:0005618	Glyma.08G093900
GO:0005975	Glyma.08G093900
GO:0004553	Glyma.08G093900
GO:0016021	Glyma.08G094000
GO:0030247	Glyma.08G094400
GO:0006468	Glyma.08G094400
GO:0005524	Glyma.08G094400
GO:0004672	Glyma.08G094400
GO:0008152	Glyma.08G094600
GO:0003824	Glyma.08G094600
GO:0006468	Glyma.08G094800
GO:0004672	Glyma.08G094800
GO:0005543	Glyma.08G095000
GO:0055114	Glyma.08G095100
GO:0016655	Glyma.08G095100
GO:0046983	Glyma.08G095300
GO:0003677	Glyma.08G095300
GO:0046983	Glyma.08G095500
GO:0003677	Glyma.08G095500
GO:0031625	Glyma.08G096100
GO:0006511	Glyma.08G096100
GO:0008152	Glyma.08G096300
GO:0003824	Glyma.08G096300
GO:0016491	Glyma.08G096600
GO:0016491	Glyma.08G096700
GO:0016491	Glyma.08G096800
GO:0016491	Glyma.08G097150
GO:0016491	Glyma.08G097300
GO:0005515	Glyma.08G097400
GO:0003677	Glyma.08G097600
GO:0046983	Glyma.08G097600
GO:0003723	Glyma.08G097700
GO:0030170	Glyma.08G097800
GO:0008483	Glyma.08G097800
GO:0005515	Glyma.08G098000
GO:0055085	Glyma.08G098400
GO:0022857	Glyma.08G098400
GO:0016021	Glyma.08G098400
GO:0055085	Glyma.08G098500
GO:0022857	Glyma.08G098500
GO:0016021	Glyma.08G098500
GO:0016758	Glyma.08G098700
GO:0005789	Glyma.08G098700
GO:0008270	Glyma.08G099500
GO:0005634	Glyma.08G099500
GO:0006412	Glyma.08G100000
GO:0005840	Glyma.08G100000
GO:0005622	Glyma.08G100000
GO:0003735	Glyma.08G100000
GO:0006355	Glyma.08G100100
GO:0005634	Glyma.08G100100
GO:0003677	Glyma.08G100100
GO:0009725	Glyma.08G100100
GO:0016020	Glyma.08G100300
GO:0008378	Glyma.08G100300
GO:0006486	Glyma.08G100300
GO:0030246	Glyma.08G100300
GO:0006629	Glyma.08G100400
GO:0006468	Glyma.08G100800
GO:0004672	Glyma.08G100800
GO:0000160	Glyma.08G100900
GO:0016747	Glyma.08G101000
GO:0048500	Glyma.08G101100
GO:0008312	Glyma.08G101100
GO:0006614	Glyma.08G101100
GO:0055085	Glyma.08G101500
GO:0042626	Glyma.08G101500
GO:0016021	Glyma.08G101500
GO:0006810	Glyma.08G101500
GO:0005524	Glyma.08G101500
GO:0016887	Glyma.08G101500
GO:0016887	Glyma.08G101700
GO:0005524	Glyma.08G101700
GO:0055085	Glyma.08G102000
GO:0016021	Glyma.08G102000
GO:0008324	Glyma.08G102000
GO:0006812	Glyma.08G102000
GO:0005524	Glyma.08G102300
GO:0003676	Glyma.08G102300
GO:0006468	Glyma.08G102600
GO:0005524	Glyma.08G102600
GO:0004672	Glyma.08G102600
GO:0005515	Glyma.08G102900
GO:0055114	Glyma.08G102900
GO:0046872	Glyma.08G102900
GO:0016702	Glyma.08G102900
GO:0016787	Glyma.08G102966
GO:0043419	Glyma.08G103032
GO:0016151	Glyma.08G103032
GO:0016567	Glyma.08G103100
GO:0004842	Glyma.08G103100
GO:0005515	Glyma.08G103300
GO:0016021	Glyma.08G103600
GO:0008233	Glyma.08G103600
GO:0006465	Glyma.08G103600
GO:0005787	Glyma.08G103600
GO:0006412	Glyma.08G103700
GO:0005840	Glyma.08G103700
GO:0003735	Glyma.08G103700
GO:0015934	Glyma.08G103700
GO:0008171	Glyma.08G103900
GO:0008171	Glyma.08G104000
GO:0055114	Glyma.08G104100
GO:0020037	Glyma.08G104100
GO:0016705	Glyma.08G104100
GO:0005506	Glyma.08G104100
GO:0005515	Glyma.08G104700
GO:0005515	Glyma.08G104800
GO:0005783	Glyma.08G104900
GO:0007165	Glyma.08G105000
GO:0000155	Glyma.08G105000
GO:0000160	Glyma.08G105000
GO:0006810	Glyma.08G105100
GO:0005622	Glyma.08G105100
GO:0005515	Glyma.08G105200
GO:0005634	Glyma.08G105200
GO:0003677	Glyma.08G105200
GO:0016740	Glyma.08G105250
GO:0009058	Glyma.08G105250
GO:0006355	Glyma.08G105400
GO:0005634	Glyma.08G105400
GO:0003700	Glyma.08G105400
GO:0046983	Glyma.08G105400
GO:0003677	Glyma.08G105400
GO:0006355	Glyma.08G105500
GO:0005634	Glyma.08G105500
GO:0003700	Glyma.08G105500
GO:0046983	Glyma.08G105500
GO:0003677	Glyma.08G105500
GO:0006269	Glyma.08G105600
GO:0003896	Glyma.08G105600
GO:0005737	Glyma.08G105700
GO:0005094	Glyma.08G105700
GO:0016884	Glyma.08G106000
GO:0016884	Glyma.08G106100
GO:0016884	Glyma.08G106200
GO:0008017	Glyma.08G106400
GO:0007018	Glyma.08G106400
GO:0005524	Glyma.08G106400
GO:0003777	Glyma.08G106400
GO:0005871	Glyma.08G106400
GO:0006457	Glyma.08G106700
GO:0006412	Glyma.08G106800
GO:0005840	Glyma.08G106800
GO:0003735	Glyma.08G106800
GO:0006355	Glyma.08G107000
GO:0005739	Glyma.08G107000
GO:0003690	Glyma.08G107000
GO:0048046	Glyma.08G107300
GO:0016762	Glyma.08G107300
GO:0006073	Glyma.08G107300
GO:0005618	Glyma.08G107300
GO:0005975	Glyma.08G107300
GO:0004553	Glyma.08G107300
GO:0016758	Glyma.08G107500
GO:0008152	Glyma.08G107500
GO:0016758	Glyma.08G107600
GO:0008152	Glyma.08G107600
GO:0005515	Glyma.08G107700
GO:0006468	Glyma.08G107700
GO:0005524	Glyma.08G107700
GO:0004672	Glyma.08G107700
GO:0016597	Glyma.08G107800
GO:0008152	Glyma.08G107800
GO:0055114	Glyma.08G107800
GO:0050661	Glyma.08G107800
GO:0016491	Glyma.08G107800
GO:0006520	Glyma.08G107800
GO:0008430	Glyma.08G108000
GO:0005634	Glyma.08G108500
GO:0043565	Glyma.08G108600
GO:0006355	Glyma.08G108600
GO:0005634	Glyma.08G108600
GO:0003700	Glyma.08G108600
GO:0055114	Glyma.08G108800
GO:0051287	Glyma.08G108800
GO:0006730	Glyma.08G108800
GO:0004013	Glyma.08G108800
GO:0016740	Glyma.08G108900
GO:0006508	Glyma.08G109000
GO:0004252	Glyma.08G109000
GO:0055114	Glyma.08G109100
GO:0016616	Glyma.08G109100
GO:0006694	Glyma.08G109100
GO:0003854	Glyma.08G109100
GO:0016747	Glyma.08G109200
GO:0008610	Glyma.08G109200
GO:0016747	Glyma.08G109300
GO:0008610	Glyma.08G109300
GO:0016747	Glyma.08G109400
GO:0008610	Glyma.08G109400
GO:0016747	Glyma.08G109500
GO:0008610	Glyma.08G109500
GO:0003676	Glyma.08G109600
GO:0055114	Glyma.08G109900
GO:0020037	Glyma.08G109900
GO:0016705	Glyma.08G109900
GO:0005506	Glyma.08G109900
GO:0016747	Glyma.08G110000
GO:0016747	Glyma.08G110300
GO:0008610	Glyma.08G110300
GO:0016747	Glyma.08G110340
GO:0008610	Glyma.08G110340
GO:0016747	Glyma.08G110420
GO:0008610	Glyma.08G110420
GO:0016747	Glyma.08G110460
GO:0008610	Glyma.08G110460
GO:0016747	Glyma.08G110500
GO:0008610	Glyma.08G110500
GO:0016747	Glyma.08G110701
GO:0008610	Glyma.08G110701
GO:0016747	Glyma.08G110801
GO:0008610	Glyma.08G110801
GO:0016747	Glyma.08G110901
GO:0008610	Glyma.08G110901
GO:0030246	Glyma.08G111000
GO:0005975	Glyma.08G111000
GO:0004553	Glyma.08G111000
GO:0008168	Glyma.08G111100
GO:0008152	Glyma.08G111100
GO:0003824	Glyma.08G111200
GO:0034314	Glyma.08G111500
GO:0030041	Glyma.08G111500
GO:0015629	Glyma.08G111500
GO:0005885	Glyma.08G111500
GO:0055114	Glyma.08G112600
GO:0050660	Glyma.08G112600
GO:0016491	Glyma.08G112600
GO:0005515	Glyma.08G112900
GO:0005524	Glyma.08G113000
GO:0003676	Glyma.08G113000
GO:0016787	Glyma.08G113200
GO:0055085	Glyma.08G113400
GO:0016020	Glyma.08G113400
GO:0006810	Glyma.08G113400
GO:0015171	Glyma.08G113400
GO:0003333	Glyma.08G113400
GO:0016779	Glyma.08G113500
GO:0009058	Glyma.08G113500
GO:0008152	Glyma.08G113600
GO:0003824	Glyma.08G113600
GO:0005975	Glyma.08G113900
GO:0004553	Glyma.08G113900
GO:0006412	Glyma.08G114000
GO:0005840	Glyma.08G114000
GO:0005622	Glyma.08G114000
GO:0003735	Glyma.08G114000
GO:0006412	Glyma.08G114100
GO:0005840	Glyma.08G114100
GO:0005622	Glyma.08G114100
GO:0003735	Glyma.08G114100
GO:0055114	Glyma.08G114400
GO:0051537	Glyma.08G114400
GO:0016491	Glyma.08G114400
GO:0010277	Glyma.08G114400
GO:0004045	Glyma.08G114800
GO:0005515	Glyma.08G114900
GO:0006355	Glyma.08G115000
GO:0003700	Glyma.08G115000
GO:0003924	Glyma.08G115100
GO:0007017	Glyma.08G115100
GO:0005874	Glyma.08G115100
GO:0016773	Glyma.08G115200
GO:0016020	Glyma.08G115200
GO:0005524	Glyma.08G115200
GO:0043565	Glyma.08G115300
GO:0006355	Glyma.08G115300
GO:0003700	Glyma.08G115300
GO:0019904	Glyma.08G115800
GO:0006355	Glyma.08G115900
GO:0003677	Glyma.08G115900
GO:0030036	Glyma.08G116000
GO:0005856	Glyma.08G116000
GO:0008234	Glyma.08G116300
GO:0006508	Glyma.08G116300
GO:0008234	Glyma.08G116366
GO:0006508	Glyma.08G116366
GO:0008234	Glyma.08G116432
GO:0007165	Glyma.08G116500
GO:0006468	Glyma.08G116600
GO:0004672	Glyma.08G116600
GO:0008234	Glyma.08G116900
GO:0006508	Glyma.08G116900
GO:0005515	Glyma.08G117000
GO:0006468	Glyma.08G117000
GO:0004672	Glyma.08G117000
GO:0055085	Glyma.08G117100
GO:0016020	Glyma.08G117100
GO:0006810	Glyma.08G117100
GO:0005215	Glyma.08G117100
GO:0006468	Glyma.08G117200
GO:0004672	Glyma.08G117200
GO:0008270	Glyma.08G117300
GO:0005515	Glyma.08G117600
GO:0016021	Glyma.08G117700
GO:0016020	Glyma.08G117700
GO:0022857	Glyma.08G117700
GO:0043565	Glyma.08G118200
GO:0006355	Glyma.08G118200
GO:0003700	Glyma.08G118200
GO:0005515	Glyma.08G118700
GO:0005515	Glyma.08G118800
GO:0005515	Glyma.08G118900
GO:0043531	Glyma.08G119000
GO:0051260	Glyma.08G119100
GO:0043531	Glyma.08G119200
GO:0046923	Glyma.08G119300
GO:0016021	Glyma.08G119300
GO:0006621	Glyma.08G119300
GO:0016567	Glyma.08G119700
GO:0004842	Glyma.08G119700
GO:0005515	Glyma.08G119700
GO:0043565	Glyma.08G119900
GO:0006355	Glyma.08G119900
GO:0005634	Glyma.08G119900
GO:0003700	Glyma.08G119900
GO:0016020	Glyma.08G120100
GO:0006810	Glyma.08G120100
GO:0005215	Glyma.08G120100
GO:0016020	Glyma.08G120200
GO:0006810	Glyma.08G120200
GO:0005215	Glyma.08G120200
GO:0005525	Glyma.08G120402
GO:0016020	Glyma.08G120500
GO:0006810	Glyma.08G120500
GO:0005215	Glyma.08G120500
GO:0046983	Glyma.08G120600
GO:0003677	Glyma.08G120600
GO:0006355	Glyma.08G120600
GO:0005634	Glyma.08G120600
GO:0003700	Glyma.08G120600
GO:0016788	Glyma.08G120700
GO:0005992	Glyma.08G120800
GO:0003824	Glyma.08G120800
GO:0004518	Glyma.08G120900
GO:0006281	Glyma.08G120900
GO:0006284	Glyma.08G121000
GO:0006281	Glyma.08G121000
GO:0004844	Glyma.08G121000
GO:0005525	Glyma.08G121100
GO:0048046	Glyma.08G121200
GO:0016762	Glyma.08G121200
GO:0006073	Glyma.08G121200
GO:0005618	Glyma.08G121200
GO:0005975	Glyma.08G121200
GO:0004553	Glyma.08G121200
GO:0005515	Glyma.08G121300
GO:0070569	Glyma.08G121900
GO:0008152	Glyma.08G121900
GO:0006364	Glyma.08G121900
GO:0016021	Glyma.08G122100
GO:0016021	Glyma.08G122167
GO:0016021	Glyma.08G122233
GO:0008236	Glyma.08G122500
GO:0006508	Glyma.08G122500
GO:0006950	Glyma.08G122800
GO:0003950	Glyma.08G123000
GO:0005524	Glyma.08G123100
GO:0008124	Glyma.08G123200
GO:0006729	Glyma.08G123200
GO:0005515	Glyma.08G123300
GO:0043531	Glyma.08G123500
GO:0005515	Glyma.08G123500
GO:0006468	Glyma.08G123500
GO:0004672	Glyma.08G123500
GO:0006468	Glyma.08G123800
GO:0005524	Glyma.08G123800
GO:0004672	Glyma.08G123800
GO:0005515	Glyma.08G123800
GO:0046983	Glyma.08G123900
GO:0005515	Glyma.08G124000
GO:0005096	Glyma.08G124000
GO:0006355	Glyma.08G124200
GO:0003700	Glyma.08G124200
GO:0005525	Glyma.08G124300
GO:0003677	Glyma.08G124400
GO:0008289	Glyma.08G124400
GO:0006468	Glyma.08G124800
GO:0004672	Glyma.08G124800
GO:0055114	Glyma.08G125000
GO:0020037	Glyma.08G125000
GO:0016705	Glyma.08G125000
GO:0005506	Glyma.08G125000
GO:0055114	Glyma.08G125100
GO:0020037	Glyma.08G125100
GO:0016705	Glyma.08G125100
GO:0005506	Glyma.08G125100
GO:0006508	Glyma.08G125500
GO:0005622	Glyma.08G125500
GO:0004198	Glyma.08G125500
GO:0016758	Glyma.08G125600
GO:0008152	Glyma.08G125600
GO:0006468	Glyma.08G125800
GO:0004672	Glyma.08G125800
GO:0006468	Glyma.08G126000
GO:0004672	Glyma.08G126000
GO:0016597	Glyma.08G126100
GO:0008152	Glyma.08G126100
GO:0005515	Glyma.08G126400
GO:0055085	Glyma.08G126600
GO:0046873	Glyma.08G126600
GO:0030001	Glyma.08G126600
GO:0016020	Glyma.08G126600
GO:0003824	Glyma.08G126700
GO:0005515	Glyma.08G126700
GO:0051536	Glyma.08G126800
GO:0009055	Glyma.08G126800
GO:0016021	Glyma.08G126900
GO:0006468	Glyma.08G127000
GO:0005524	Glyma.08G127000
GO:0004672	Glyma.08G127000
GO:0016757	Glyma.08G127200
GO:0006486	Glyma.08G127200
GO:0003980	Glyma.08G127200
GO:0006468	Glyma.08G127400
GO:0005524	Glyma.08G127400
GO:0004672	Glyma.08G127400
GO:0045735	Glyma.08G127600
GO:0046488	Glyma.08G127700
GO:0016307	Glyma.08G127700
GO:0016021	Glyma.08G127800
GO:0006810	Glyma.08G127800
GO:0005515	Glyma.08G127900
GO:0009055	Glyma.08G128100
GO:0055114	Glyma.08G128500
GO:0016616	Glyma.08G128500
GO:0006694	Glyma.08G128500
GO:0003854	Glyma.08G128500
GO:0055114	Glyma.08G128600
GO:0020037	Glyma.08G128600
GO:0016705	Glyma.08G128600
GO:0005506	Glyma.08G128600
GO:0005515	Glyma.08G128700
GO:0005515	Glyma.08G128800
GO:0006468	Glyma.08G128800
GO:0005524	Glyma.08G128800
GO:0004672	Glyma.08G128800
GO:0005515	Glyma.08G128900
GO:0006468	Glyma.08G128900
GO:0005524	Glyma.08G128900
GO:0004672	Glyma.08G128900
GO:0006508	Glyma.08G129000
GO:0004252	Glyma.08G129000
GO:0005634	Glyma.08G129200
GO:0016020	Glyma.08G129600
GO:0015171	Glyma.08G129600
GO:0003333	Glyma.08G129600
GO:0016020	Glyma.08G129700
GO:0015171	Glyma.08G129700
GO:0003333	Glyma.08G129700
GO:0005634	Glyma.08G129900
GO:0003676	Glyma.08G129900
GO:0005515	Glyma.08G130300
GO:0005975	Glyma.08G130600
GO:0004553	Glyma.08G130600
GO:0005975	Glyma.08G130700
GO:0004553	Glyma.08G130700
GO:0008138	Glyma.08G131200
GO:0006470	Glyma.08G131200
GO:0016811	Glyma.08G131300
GO:0016021	Glyma.08G131300
GO:0006672	Glyma.08G131300
GO:0016788	Glyma.08G131700
GO:0016020	Glyma.08G132300
GO:0006487	Glyma.08G132300
GO:0003830	Glyma.08G132300
GO:0005543	Glyma.08G132400
GO:0046872	Glyma.08G132600
GO:0000166	Glyma.08G132600
GO:0016021	Glyma.08G132600
GO:0015693	Glyma.08G132600
GO:0015444	Glyma.08G132600
GO:0009231	Glyma.08G132700
GO:0003935	Glyma.08G132700
GO:0008686	Glyma.08G132700
GO:0003677	Glyma.08G132800
GO:0043565	Glyma.08G132800
GO:0006355	Glyma.08G132800
GO:0003700	Glyma.08G132800
GO:0006351	Glyma.08G133400
GO:0003714	Glyma.08G133400
GO:0006468	Glyma.08G133600
GO:0005524	Glyma.08G133600
GO:0004672	Glyma.08G133600
GO:0008168	Glyma.08G133700
GO:0005525	Glyma.08G133800
GO:0003676	Glyma.08G133900
GO:0051082	Glyma.08G134400
GO:0031072	Glyma.08G134400
GO:0006468	Glyma.08G134600
GO:0005524	Glyma.08G134600
GO:0004672	Glyma.08G134600
GO:0007023	Glyma.08G134800
GO:0005515	Glyma.08G134900
GO:0006412	Glyma.08G135000
GO:0005840	Glyma.08G135000
GO:0005622	Glyma.08G135000
GO:0003735	Glyma.08G135000
GO:0036459	Glyma.08G135100
GO:0016579	Glyma.08G135100
GO:0005515	Glyma.08G135200
GO:0005634	Glyma.08G135200
GO:0003677	Glyma.08G135200
GO:0005525	Glyma.08G135400
GO:0005515	Glyma.08G135600
GO:0006412	Glyma.08G135700
GO:0005840	Glyma.08G135700
GO:0003735	Glyma.08G135700
GO:0016021	Glyma.08G135800
GO:0008643	Glyma.08G135800
GO:0005351	Glyma.08G135800
GO:0000139	Glyma.08G135800
GO:0005544	Glyma.08G136200
GO:0005509	Glyma.08G136200
GO:0016887	Glyma.08G136400
GO:0005524	Glyma.08G136400
GO:0055085	Glyma.08G136400
GO:0042626	Glyma.08G136400
GO:0016021	Glyma.08G136400
GO:0006810	Glyma.08G136400
GO:0016020	Glyma.08G136700
GO:0006810	Glyma.08G136700
GO:0005215	Glyma.08G136700
GO:0055085	Glyma.08G136800
GO:0022857	Glyma.08G136800
GO:0016021	Glyma.08G136800
GO:0005515	Glyma.08G137000
GO:0005515	Glyma.08G137100
GO:0005992	Glyma.08G137500
GO:0003824	Glyma.08G137500
GO:0006355	Glyma.08G137600
GO:0003700	Glyma.08G137600
GO:0016868	Glyma.08G138100
GO:0006096	Glyma.08G138100
GO:0004619	Glyma.08G138100
GO:0008654	Glyma.08G138200
GO:0006021	Glyma.08G138200
GO:0004512	Glyma.08G138200
GO:0005975	Glyma.08G138300
GO:0004553	Glyma.08G138300
GO:0051015	Glyma.08G138300
GO:0007015	Glyma.08G138300
GO:0016021	Glyma.08G138600
GO:0015116	Glyma.08G138600
GO:0008272	Glyma.08G138600
GO:0055085	Glyma.08G138600
GO:0016020	Glyma.08G138600
GO:0008271	Glyma.08G138600
GO:0030170	Glyma.08G138800
GO:0009058	Glyma.08G138800
GO:0055114	Glyma.08G138901
GO:0016491	Glyma.08G138901
GO:0005507	Glyma.08G138901
GO:0006457	Glyma.08G139100
GO:0046872	Glyma.08G139200
GO:0030001	Glyma.08G139200
GO:0005515	Glyma.08G139300
GO:0008270	Glyma.08G139700
GO:0005515	Glyma.08G139700
GO:0043565	Glyma.08G140100
GO:0006355	Glyma.08G140100
GO:0003700	Glyma.08G140100
GO:0006351	Glyma.08G140100
GO:0030170	Glyma.08G140200
GO:0008483	Glyma.08G140200
GO:0055114	Glyma.08G140400
GO:0020037	Glyma.08G140400
GO:0016705	Glyma.08G140400
GO:0005506	Glyma.08G140400
GO:0055114	Glyma.08G140500
GO:0020037	Glyma.08G140500
GO:0016705	Glyma.08G140500
GO:0005506	Glyma.08G140500
GO:0055114	Glyma.08G140600
GO:0020037	Glyma.08G140600
GO:0016705	Glyma.08G140600
GO:0005506	Glyma.08G140600
